name,born,gender,country
REYES Manuel,"Jan 01, 1984",M,MEX
REYES Marina,"Jul 12, 1980",W,MEX
REYES MARINEZ Yineisy Paola,"Nov 08, 1993",W,DOM
REYES MARTINEZ Oscar,"Oct 06, 1996",M,ITA
REYES Mendoza Alberto,"May 07, 1997",M,PER
REYES Oscar,"Oct 06, 1996",M,CUB
REYES Plaiter,"Jan 01, 1970",M,DOM
REYES POZO Carolanni,"Jul 13, 1991",W,DOM
REYES RAMOS Flavia Marie,"Dec 28, 1991",W,PUR
REYES VIDAL Jair Abimelet,"Jul 11, 2000",M,ECU
REYIMBAYEV Jasurbek,"Feb 23, 2001",M,TKM
REYIMOV Bektimur,"Apr 12, 2002",M,TKM
REYNA LOMAS Edison Gabriel,"Jan 25, 1986",M,ECU
REYNAUD Cynthia,"Jan 01, 1989",W,FRA
REYNOLDS Matt,"Jul 21, 1997",M,AUS
REYNOSO LOPEZ DE GALEANO Margoth Y.,"Feb 25, 1989",W,GUA
REZA Ashorizadeh,"Mar 08, 1988",M,IRI
REZA ZADEH Hossein,"May 12, 1978",M,IRI
REZA ZADEH PIR ALVAN Saeid,"Jan 20, 1997",M,IRI
REZABALA GILER Larissa Bessey,"Jun 06, 2001",W,ECU
REZAEIAN Morteza,"Jun 14, 1989",M,IRI
REZAZADEH Rebin-Kardo,"Apr 25, 1995",M,FIN
REZGUI Eya,"May 17, 2003",W,TUN
REZGUI Nizar,"Sep 01, 1997",M,TUN
REZNAROVA Lucie,"Mar 19, 1999",W,CZE
REZNIK Michael,"Apr 22, 1985",M,ISR
REZYNOVA Katerina,"Jan 01, 1983",W,UKR
REZZAK Amelle,"Sep 06, 2002",W,FRA
RHALOUI Abderrahmane,"Feb 15, 2003",M,MAR
RHODES Coby Donovan,"Mar 20, 2003",M,USA
RHODES Mia Deleslyn,"Jun 27, 2005",W,USA
RI Chol Byok,"Jan 03, 1993",M,PRK
RI Chong Song,"May 31, 1997",M,PRK
RI Hyang Suk,"Aug 28, 1988",W,PRK
RI Hyon Hwa,"May 28, 1999",W,PRK
RI Hyon Ok,"Jul 28, 1984",W,PRK
RI Il Ok,"Jan 30, 1999",W,PRK
RI Jae Gyong,"Jan 19, 1989",M,PRK
RI Jong Hwa,"Oct 16, 1990",W,PRK
RI Kuk Chol,"Feb 16, 1992",M,PRK
RI Kwang Song,"May 31, 2000",M,PRK
RI Kyong Sok,"Aug 14, 1981",M,PRK
RI Myong Ryong,"Dec 25, 1992",M,PRK
RI Nung Song,"Nov 23, 1985",M,PRK
RI Ryong Hyon,"Jan 25, 2001",M,PRK
RI Song Gum,"Oct 17, 1997",W,PRK
RI Song Hui,"Dec 03, 1978",W,PRK
RI Song Hyok,"Oct 21, 1993",M,PRK
RI Su Yon,"Jan 11, 1996",W,PRK
RI Suk,"Mar 15, 2003",W,PRK
RI Tong Hyok,"Sep 03, 1996",M,PRK
RI. Su Ryo,"Jul 17, 1994",W,PRK
RIAGE Daryl Benny,"Sep 24, 1989",M,SEY
RIASCOS CORTES Jorge Ivan,"Mar 08, 2000",M,COL
RIAZANOVA Daria,"Aug 24, 2000",W,RUS
RIBARIC Neza,"Aug 09, 1994",W,SLO
RIBOUEM Simplice,"Dec 05, 1982",M,AUS
RIBOUEM Simplice,"Dec 05, 1982",M,CMR
RICCI Mariateresa,"Jul 08, 1981",W,ITA
RICE Gracie Taylor,"Jan 26, 2007",W,USA
RICHARD Pep Agosto,"Sep 13, 1984",M,PHI
RICHARD Sabryna,"Jan 01, 1977",W,FRA
RICHARDS Joel,"Mar 28, 2001",M,AUS
RICHARDSON Alex,"Apr 23, 2001",M,GBR
RICHARDSON Daniel,"Feb 23, 2000",M,SCO
RICHARDSON Daniel James Alexander L,"Feb 23, 2000",M,GBR
RICHET Catherine Antoinette Haimitti,"Dec 29, 1999",W,FRA
RICHTER Lena Amalie,"Mar 06, 1995",W,NOR
RIDA Ali,"Mar 25, 1997",M,LBN
RIDETT Lewis Mark David,"Jun 17, 1993",M,GBR
RIEF David Stuart,"Mar 22, 1989",M,USA
RIEGER Patricia,"Aug 25, 1987",W,GER
RIENTO Erica Marina,"Feb 14, 1994",W,FIN
RIERA Luis,"Aug 01, 1993",M,VEN
RIESTERER Monique,"Jan 01, 1971",W,GER
RIEWE Kirsten,"Dec 21, 1982",w,CAN
RIGAUD Garance Ariette Ouiza,"Nov 12, 1999",W,FRA
RIGAUD Saib-Dahbia,"Apr 13, 1976",W,FRA
RIGLER Fanni,"Feb 13, 2001",W,HUN
RIGSBY Sean Michael,"Oct 17, 1988",M,IRL
RIINO Taatia,"Jan 30, 1986",W,KIR
RIJO Wanda,"Nov 26, 1979",W,DOM
RIKLON Mike Enricel,"Nov 11, 2000",M,MHL
RILEY Pahio,"Jan 01, 1993",M,TAH
RIM Jong Sim,"Feb 05, 1993",W,PRK
RIM Un Sim,"Jul 05, 1996",W,PRK
RIMKUS Mindaugas,"Feb 08, 1999",M,LTU
RIMKUS Tomas,"Apr 21, 1996",M,LTU
RIMKUS Vytautas,"Sep 22, 1992",M,LTU
RINGSAKER Tinna Henriette,"Aug 29, 1999",W,NOR
RIOFRIO RIVADENEIRA Allison Regina,"Jan 16, 2003",W,ECU
RIORDAN Hilary Agnes,"May 18, 1988",W,IRL
RIOS CHUMBE Nol Jermis,"Aug 21, 2004",M,PER
RIOS Magdalena,"Jul 13, 2002",W,ARG
RIOS MANRIQUEZ Yerika Denisse Antonella,"Jun 09, 2002",W,CHI
RIOS MENDOZA Maria Leonor,"Jan 13, 1993",W,NCA
RIOS MONTES Maicol Michael,"Aug 29, 2002",M,PER
RIOS RODRIGUES Vitoria Lucia,"Jun 25, 1999",W,BRA
RIOTTO Juliana Rose,"Jul 29, 1998",W,USA
RIPPIN Cieran,"Jan 22, 1997",M,WAL
RISKIMOV Hurshid,"Feb 08, 1994",M,UZB
RISPOLI Simone,"Oct 28, 1985",M,ITA
RITCHEY Alyssa Lynn,"Apr 14, 1989",W,USA
RITHIKA V,"Jul 25, 2004",W,IND
RITO ENOCKSSON Sofia Julia,"Nov 02, 1985",W,URU
RITTMANN Mara,"Mar 31, 1996",W,GER
RIVAS ARTEAGA Betsi Gabriela,"Oct 02, 1986",W,VEN
RIVAS BRAVO Yoscar Jose,"Oct 13, 1999",M,VEN
RIVAS Endy,"Mar 07, 2002",M,VEN
RIVAS MOSQUERA Jhonatan,"Jul 11, 1998",M,COL
RIVAS MOSQUERA Valeria,"Apr 23, 2000",W,COL
RIVAS ORDONEZ Lina Marcela,"Apr 24, 1990",W,COL
RIVERA BARROS Julian Javier,"Jul 28, 1999",M,ECU
RIVERA Carlos,"Apr 11, 1999",M,ECU
RIVERA Carolina Alejandra,"Jan 20, 1988",W,ARG
RIVERA Diaz Donny,"Mar 18, 1976",M,PUR
RIVERA FELIX Noemi,"Oct 06, 1979",W,PUR
RIVERA Felix Ruth,"Aug 21, 1978",W,PUR
RIVERA GAMEZ Abraham Jose,"Nov 24, 2004",M,VEN
RIVERA GARCIA Sebastian Alfredo,"Apr 06, 1997",M,CHI
RIVERA Gianna,"Jun 16, 2004",W,PUR
RIVERA Idalmis,"Mar 17, 1988",W,CUB
RIVERA Isabella Marie,"Mar 18, 2005",W,USA
RIVERA Jade,"Jul 20, 2002",W,ECU
RIVERA Joan,"Jan 14, 1979",W,PUR
RIVERA John Paolo Jr,"Feb 12, 2001",M,PHI
RIVERA Juan Carlos,"Nov 08, 1977",M,ESA
RIVERA MARTINEZ Jesus J.,"Mar 13, 1987",M,PUR
RIVERA MARTINEZ Rizelyx,"Sep 02, 1987",W,USA
RIVERA MURIEL Heriberto,"Nov 03, 1993",M,PUR
RIVERA RAMOS Jessica Alexandra,"Dec 21, 1989",W,PUR
RIVERA RIVERA Jomayra,"Apr 02, 2005",W,PUR
RIVERA Rizelyx,"Sep 02, 1987",W,PUR
RIVERA Santo,"Oct 10, 1980",M,DOM
RIVERA SANTOS Steven Rinardy,"Oct 19, 2001",M,PUR
RIVERA Wilmalis,"Oct 09, 2001",W,PUR
RIVERA ZAYAS Juan Carlos,"Aug 02, 1987",M,PUR
RIVERO DEL VALLE Yeiver David,"Feb 15, 1997",M,VEN
RIVERO Jose,"Jun 11, 1992",M,VEN
RIVERO Nicolas David,"Mar 20, 2003",M,ARG
RIVERO Nicolas David,"Sep 20, 2003",M,ARG
RIVEROS Mauro,"Apr 20, 1988",M,ARG
RIYA Farjana Akter,"May 18, 2003",W,BAN
RIYANTO Sumar,"Mar 05, 1995",M,INA
RIZO GUIZAR Hector Francisco,"May 13, 1984",M,MEX
RIZOULIS Pantelis,"Jul 15, 1998",M,GRE
RO Chung Ryol,"Nov 02, 1999",M,PRK
RO Kwang Ryol,"Apr 30, 2001",M,PRK
ROA Ulises,"Jan 30, 2002",M,PAR
ROBBERSTAD Oystein,"Feb 10, 1990",M,NOR
ROBERT Mathlynn,"Dec 25, 1996",W,MHL
ROBERTO Cruz,"May 26, 2003",M,MEX
ROBERTS Danielle Marie,"Nov 19, 1992",W,USA
ROBERTS Jennyfer Kang,"May 16, 1988",W,USA
ROBERTS Johan,"Nov 04, 2004",M,NZL
ROBERTS Lauren,"Apr 04, 1985",W,NZL
ROBERTS Nicolas,"Sep 15, 1984",M,CAN
ROBERTS Nikole,"Feb 17, 2004",W,GBR
ROBERTS Paul,"Mar 15, 1985",M,USA
ROBERTS-YOUNG Jackson George,"Aug 15, 1996",M,AUS
ROBERTSON Marotea,"May 07, 1993",M,TAH
ROBERTSSON Daniel,"Oct 02, 1991",M,ISL
ROBINSON Corey Lee,"Jan 03, 2007",M,USA
ROBINSON Kristina Rae,"Mar 01, 2000",W,USA
ROBINSON Lachlan Craig,"Aug 22, 1999",M,AUS
ROBINSON Melissa,"May 01, 1981",W,AUS
ROBINSON Range Banner,"Jan 12, 2006",M,USA
ROBLES Amanda Denise,"Jul 29, 2004",W,USA
ROBLES Sarah Elizabeth,"Aug 01, 1988",W,USA
ROBOA Suleiman,"Sep 01, 2000",W,SYR
ROBOTTOM Ashley,"Jun 10, 2000",W,AUS
ROBSON Kelly-Jo,"Aug 13, 1988",W,ENG
ROBSON Kelly-Jo,"Aug 13, 1988",W,GBR
ROBU Marin,"Mar 19, 2000",M,MDA
ROCA Benjamin,"Apr 25, 1994",M,COL
ROCA FLORES Brenda,"Jun 17, 1999",W,BOL
ROCA PENA Jean Pierre,"Dec 17, 1992",M,COL
ROCA Sebastian Justiniano,"Jun 29, 2005",M,BOL
ROCAFUERTE AGUAVIL Axcel Jefferson,"Jan 19, 1997",M,ECU
ROCAFUERTE BUENAIRE Enmanuel Enrique,"Aug 17, 1992",M,ECU
ROCHA Cayo,"Jan 01, 2002",M,BRA
ROCHA GRIMALDI RIZZO Laila,"Jun 19, 2007",W,BRA
ROCHA Mayara,"Dec 20, 1992",W,BRA
ROCHE CINTRON Howard,"Aug 04, 1992",M,PUR
ROCHE Shane,"Jun 10, 2002",M,IRL
RODALLEGAS CARVAJAL Brayan Santiago,"Nov 15, 1997",M,COL
RODAS TARACENA Idania Victoria,"Oct 04, 2000",W,GUA
RODDIE Gillian,"Dec 07, 1979",W,IRL
RODE Anna,"Jan 18, 1993",W,USA
RODIC Mate,"Jan 01, 1971",M,CRO
RODIONOV Andrey,"Mar 27, 1982",M,KAZ
RODITI Aikaterini,"May 23, 1983",W,GRE
RODKING Thidarat,"Aug 24, 1998",W,THA
RODRIGEZ Pedro,"Jan 01, 1984",M,MEX
RODRIGUEZ Alan,"Jul 14, 1994",M,MEX
RODRIGUEZ ALFONZO Jose Rafael,"Oct 29, 1995",M,VEN
RODRIGUEZ Alisson,"Nov 14, 2004",W,ECU
RODRIGUEZ Angel,"Jan 01, 2005",M,VEN
RODRIGUEZ Angel,"Apr 24, 2006",M,VEN
RODRIGUEZ Antonella de Los Angeles,"Aug 25, 2002",W,ARG
RODRIGUEZ APU Karla Esmeralda,"Jul 18, 1992",W,CRC
RODRIGUEZ ARAYA Ana Victoria,"Jan 02, 1998",W,CRC
RODRIGUEZ ARAYA Maria Virginia,"Apr 14, 2000",W,CRC
RODRIGUEZ Arnuelo,"Jul 10, 1988",M,PAN
RODRIGUEZ Arnulfo,"Oct 07, 1998",M,PAN
RODRIGUEZ Bruno,"Oct 18, 1998",M,DOM
RODRIGUEZ CAMPOS Yoel Josue,"Apr 20, 1994",M,NCA
RODRIGUEZ Cecilia,"Jun 09, 1995",W,URU
RODRIGUEZ Christian,"Jan 02, 2006",M,PHI
RODRIGUEZ CORTES Yabdiell,"Oct 23, 1998",M,PUR
RODRIGUEZ Dayana Gallardo,"Oct 13, 1993",W,CUB
RODRIGUEZ DIAZ Luisa Fernanda,"Oct 02, 2003",W,COL
RODRIGUEZ ELAVASANTOS Christian,"Jan 02, 2006",M,PHI
RODRIGUEZ ENCINOSA Johan Sebastian,"Feb 03, 1996",M,COL
RODRIGUEZ ESPINOZA Anthony Jose,"Aug 10, 1996",M,VEN
RODRIGUEZ GARCIA Luis Angel,"Apr 28, 2004",M,MEX
RODRIGUEZ GARCIA Reynaldo,"Jan 09, 1987",M,DOM
RODRIGUEZ GARZA Ivan Rafael,"Apr 07, 2005",M,MEX
RODRIGUEZ GOMEZ Genesis Lourdes,"Jul 17, 1994",W,VEN
RODRIGUEZ HERRERA Naudisbel Fiorela,"Jul 20, 2006",W,VEN
RODRIGUEZ Jennifer,"Jan 01, 1995",W,CHI
RODRIGUEZ JIMENEZ Asniel Lazaro,"Dec 07, 1992",M,CUB
RODRIGUEZ Joan,"Dec 16, 1997",W,PUR
RODRIGUEZ Junior,"Jan 01, 1987",M,VEN
RODRIGUEZ LUGO Adbeel Noemi,"May 23, 2002",W,MEX
RODRIGUEZ Maria,"Jun 17, 1993",W,DOM
RODRIGUEZ Martha,"Jan 01, 1984",W,COL
RODRIGUEZ MARTINEZ Miguel Angel,"Apr 27, 1995",M,MEX
RODRIGUEZ MARTINEZ Yaritcelis Daniela,"Dec 26, 2000",W,VEN
RODRIGUEZ MEDINA Jorge Armando,"Aug 08, 1999",M,CRC
RODRIGUEZ Melkin,"Oct 09, 1999",M,ECU
RODRIGUEZ Miguel,"Jun 24, 2009",M,PER
RODRIGUEZ MIRANDA Keyshla Ivette,"Nov 15, 1991",W,PUR
RODRIGUEZ MITJAN Marina De La Caridad,"Mar 02, 1995",W,CUB
RODRIGUEZ MUNOZ Oscar Damian,"May 23, 1997",M,MEX
RODRIGUEZ Norelis,"Dec 06, 1992",W,VEN
RODRIGUEZ OCASIO Christian Angel,"Jul 14, 1993",M,USA
RODRIGUEZ OCASIO Christian Angel,"Jul 14, 1993",M,PUR
RODRIGUEZ ORTIZ Joan Marie,"Dec 16, 1997",W,USA
RODRIGUEZ Oscar,"Oct 14, 1978",M,ESP
RODRIGUEZ PEREZ Miguel,"Apr 16, 1990",M,ESP
RODRIGUEZ QUINTERO Julieth Alejandra,"Feb 20, 2002",W,COL
RODRIGUEZ RENGEL Dayan,"Jun 21, 2003",M,CUB
RODRIGUEZ RODOLFO,"Mar 01, 2007",M,MEX
RODRIGUEZ ROMERO Maria Valentina,"Apr 07, 2002",W,VEN
RODRIGUEZ S. Gladys,"Sep 12, 1976",W,PUR
RODRIGUEZ SALAZAR Gabriela Cristina,"Apr 01, 1979",W,ECU
RODRIGUEZ SANDOVAL Odalys Marie,"Sep 21, 1997",W,PUR
RODRIGUEZ Sergio,"Oct 02, 1993",M,ESP
RODRIGUEZ SILOT Jorge Alejandro,"Sep 25, 2001",M,CUB
RODRIGUEZ Stalin,"Oct 16, 1988",M,PER
RODRIGUEZ TEJERO Lester Ruben,"Aug 02, 1995",M,PUR
RODRIGUEZ TEJERO Ruben Agustin,"May 19, 1997",M,PUR
RODRIGUEZ Vladimir Merino,"Oct 25, 1977",M,CUB
ROENN Ida Ingalill,"Apr 09, 1997",W,SWE
ROENNEBAEK Helena Isabell Zoffmann,"Sep 29, 1996",W,DEN
ROGACHIEV Philip,"Feb 22, 1997",M,ISR
ROGER Callisaya,"Jan 08, 1995",M,BOL
ROGERS Bailey Morgan,"Mar 16, 1991",W,NZL
ROGERS Martha Ann,"Aug 23, 1995",W,USA
ROHACH Ivan,"Apr 14, 1990",M,UKR
ROHDE Andre,"Aug 18, 1975",M,GER
ROHDE Julia,"May 13, 1989",W,GER
ROHR Estelle Sylvia,"Jun 30, 1995",W,USA
ROININEN Teemu Tapio,"Jul 10, 1986",M,FIN
ROJAS ALARCON Diego Alejandro,"Apr 05, 2003",M,CHI
ROJAS BADILLA Luis Jose,"Dec 01, 1998",M,CRC
ROJAS BRIONES Kevin Yorjanny,"Mar 28, 1996",M,CRC
ROJAS Carlos,"Oct 12, 1984",M,CHI
ROJAS CASTILLO Lenka,"Aug 01, 1983",W,CHI
ROJAS CASTILLO Lenka Yanara,"Mar 13, 1997",W,CHI
ROJAS CONCHA Marcos Antonio,"Jun 02, 1995",M,PER
ROJAS Dania,"Jan 01, 1991",W,ESP
ROJAS Daniel,"Jul 18, 2001",M,PAR
ROJAS DIAZ Daniel,"Jan 01, 1993",M,CUB
ROJAS Franklin,"May 10, 1989",M,ECU
ROJAS GONZALEZ Queysi Julissa,"Mar 19, 2002",W,MEX
ROJAS Kelle Kay,"Apr 06, 1991",W,PHI
ROJAS Maiker,"May 15, 1984",M,VEN
ROJAS Margarita,"Jul 14, 1976",W,COL
ROJAS Massiel,"Jul 11, 1984",W,CHI
ROJAS Natividad,"Jan 01, 1994",W,DOM
ROJAS Valentina,"Apr 11, 2008",W,CHI
ROJO CARRASCO Samanda,"Aug 23, 2002",W,ESP
ROK Agata Magdalena,"Oct 26, 1996",W,POL
ROKEYA Sultana Sathy,"Jul 15, 1984",W,BAN
ROKOROKOVAKANACE,"Jan 07, 1994",M,FIJ
ROLA Mohamed,"Jan 01, 1990",W,JOR
ROLDAN MENDEZ Jandry Leonel,"Jan 06, 2005",M,ECU
ROLEA Mihai Adrian,"Nov 27, 1996",M,ROU
ROLON RIVERA Geovanny,"Aug 05, 1990",M,PUR
ROMAN Andrei-Mircea,"May 29, 1996",M,ROU
ROMAN LAGUNA Domingo Rodrigo,"Mar 13, 1990",M,MEX
ROMANA Dahiana,"Oct 08, 2002",W,COL
ROMANAK Tomas,"Dec 18, 2000",M,SVK
ROMANCZUK Konrad,"Mar 22, 2002",M,POL
ROMANEC Tomasz,"Feb 26, 1993",M,POL
ROMANIDIS Romanos,"Nov 28, 1983",M,GRE
ROMANO DIAZ Federico Andres,"Sep 24, 1993",M,URU
ROMANOV Mukhammad,"Mar 19, 2004",M,RUS
ROMANOVA Anastasiia,"Oct 02, 1991",W,RUS
ROMANOVA Anastasiya,"Apr 25, 1996",W,UKR
ROMDHANI Firas,"Oct 15, 1999",M,TUN
ROMERO Diego,"Mar 21, 1993",M,COL
ROMERO Federico,"Dec 10, 1992",M,ARG
ROMERO Franco Emiliano,"Aug 30, 1997",M,ARG
ROMERO ROSUA Daniel,"Sep 30, 2004",M,ESP
ROMERO Solmar,"Jun 13, 1997",M,COL
ROMERO Yasmani,"Sep 26, 1988",M,CUB
ROMI Devi,"Jan 01, 1980",W,IND
ROMO Alejandro,"Jul 24, 1979",M,MEX
RONAL Chirimos,"Mar 17, 1995",M,VEN
RONALD G. Colonia,"May 26, 1986",M,PHI
RONAYNE Sean Joseph,"May 30, 1994",M,IRL
RONDZIKOVA Nina,"Jan 22, 1995",W,SVK
RONESS Daniel Stromsborg,"Apr 14, 1991",M,NOR
RONG Meng Chih,"Apr 22, 1994",M,TPE
RONKKO Sofia,"Aug 18, 1999",W,FIN
RONNY Bin Jesos,"Jan 19, 1998",M,MAS
ROOKHUIJZEN Joris Arie-Jan,"Jul 11, 1995",M,NED
ROOS Anna Angelica Ulrika,"Apr 15, 1989",W,SWE
ROPATI Tuualii,"Mar 22, 2000",W,SAM
ROQUE MENDOZA Bredni,"Nov 11, 1987",M,CUB
ROQUE MENDOZA Bredni,"Nov 11, 1987",M,MEX
RORSTADBOTNEN Sindre,"Nov 21, 1992",M,NOR
ROSA AMEZQUITA Yamilka,"Dec 26, 1986",W,PUR
ROSA DA SILVA Welisson,"Nov 22, 1983",M,BRA
ROSA FIGUEIREDO Emily,"Mar 18, 1998",W,BRA
ROSA FIGUEIREDO Nathasha,"Jan 16, 1996",W,BRA
ROSA Wanderson,"Oct 19, 1993",M,BRA
ROSADO CRUZ Roberto Carlos,"Mar 03, 1997",M,USA
ROSADO CRUZ Roberto Carlos,"Mar 03, 1987",M,PUR
ROSALEMY Igartua,"Nov 12, 1984",W,PUR
ROSALES OBREGON Claudia Rebeca,"May 13, 1987",W,NCA
ROSALES Richard,"Apr 04, 1996",M,ECU
ROSAMIRA Binti Ab Lah,"Jun 19, 1996",W,MAS
ROSAN Kysia,"Jun 17, 1996",W,FRA
ROSARIO GARCIA Jean Carlos,"Feb 25, 1995",M,DOM
ROSARIO ROSARIO Emilia Beatriz,"Aug 19, 2001",W,DOM
ROSARIO VASQUEZ Alana Michel,"Feb 07, 1998",W,DOM
ROSAS E. Sandra,"Jan 01, 1976",W,ECU
ROSAS PINTO Nair,"Aug 20, 1985",W,POR
ROSCHUPKIN Konstantin,"Jan 16, 1994",M,RUS
ROSE Aaron Paul,"Aug 26, 1994",M,CAN
ROSE Chakira Mary,"Mar 26, 2001",W,SEY
ROSE Ian Nigel,"Sep 21, 1981",M,SEY
ROSENDAHL Freja,"Sep 30, 1999",W,DEN
ROSERO Luis,"Nov 03, 2005",M,ECU
ROSHANI Mohammadreza,"Feb 03, 2000",M,IRI
ROSHI Erald,"Jan 01, 2003",M,ALB
ROSINDA Reynard,"Dec 17, 2001",M,CUR
ROSINSKA Yevheniia,"May 30, 2003",W,UKR
ROSLI Syazani Bin,"Feb 05, 1999",M,MAS
ROSMAINAR Rosmainar,"Jun 23, 1976",W,INA
ROSOL Tomasz,"Sep 04, 1989",M,POL
ROSS Aleah Rajean,"Dec 22, 2000",W,USA
ROSS Bobbie Jane,"Aug 09, 1990",W,GBR
ROSS Tyler,"Aug 24, 1997",m,CAN
ROSSETTI Noemi,"Nov 16, 2004",W,ITA
ROSSETTI Valentina,"Nov 10, 1996",W,ITA
ROSSETTO Lorenzo,"May 24, 1993",M,ITA
ROSTAMI Kianoush,"Jul 23, 1991",M,IRI
ROSU Adrian,"Feb 11, 1982",M,ROU
ROSU Alexandru,"Apr 30, 1987",M,ROU
ROTHSTEIN Alisa,"Jun 22, 2003",W,SWE
ROTNICKI Szymon,"May 05, 1996",M,POL
ROUCO Ivan,"Apr 12, 1985",M,ESP
ROUDENKO Alexandros,"Jan 01, 1980",M,GRE
ROUDENOK Victoria,"May 14, 1978",W,UKR
ROUMAILI Mohamed,"Jan 13, 2002",M,ALG
ROUMI Essa Saleh S S,"Dec 13, 1984",M,QAT
ROUT Saraswati,"Jun 10, 1995",W,IND
ROUX Hendriquo,"Sep 02, 2003",M,RSA
ROUX Magalie,"Jan 25, 1999",W,CAN
ROVATTI Andrea,"May 16, 1969",M,ITA
ROVSHANBEK Gulyamov,"Aug 19, 1989",M,UZB
ROWINSKA Malwina,"Nov 06, 1986",W,POL
ROY Alyssa Jane,"Mar 26, 2002",W,NZL
ROY Bidduth Kumar,"Sep 19, 1972",M,BAN
ROY BOGANA Naoani Konio,"Mar 27, 2003",W,PNG
ROY Manoranjan,"Jan 10, 1985",M,BAN
ROY Roselyn,"Dec 05, 1998",W,PNG
ROY Sumon Chandra,"Feb 15, 1987",M,BAN
ROYSETH Odd Gunnar,"Apr 24, 1972",M,NOR
ROZA Adam,"Dec 11, 1989",M,CZE
ROZALINA Dionisio,"Jan 01, 1966",M,NED
ROZANSKI Dariusz,"Dec 19, 1997",M,POL
ROZNIK NOVAK Jus,"Nov 15, 1996",M,SLO
ROZNOVAN Svetlana,"Aug 05, 2002",W,MDA
ROZSNYIK Ervin,"May 22, 1993",M,SRB
RRASA Samoel,"Dec 28, 2007",M,ALB
RRASA Samoel,"Dec 28, 2007",M,ALB
RUAN Junfa,"Feb 08, 1983",M,CHN
RUANO CASTRO Ogla,"May 09, 1980",W,GUA
RUBAIAAWI Ammar Y.,"Feb 04, 1975",M,IRQ
RUBAIAWI Ali,"Aug 15, 2004",M,IRQ
RUBAIAWI Ali Ammar Yusur,"Aug 02, 2004",M,IRQ
RUBANOVICH Nikol Bella,"May 09, 1998",W,ISR
RUBANOVSKYI Mykyta,"Feb 19, 2003",M,UKR
RUBINAS Vilius,"Jan 29, 1996",M,LTU
RUBINO Massimiliano,"Sep 30, 1983",M,ITA
RUBIO ALTAMIRANO Agatha Scarlette,"Apr 18, 2000",W,CHI
RUBIO Andry,"Jan 01, 1994",M,VEN
RUBIO I CAPARROS Edgar,"Jul 07, 1996",M,ESP
RUBIO Linsay,"Mar 26, 2007",W,GUA
RUBIO RIVERO Israel Jose,"Jan 11, 1981",M,VEN
RUCI Sherjana,"Mar 31, 1993",W,ALB
RUDALJEVIC Marija,"Aug 03, 1993",W,SRB
RUDENKO Serhii,"Oct 16, 2005",M,UKR
RUDENOK Vita,"Jan 01, 1978",W,UKR
RUDNYK Yuliya,"Jan 08, 1983",W,UKR
RUDRIGUEZ LANDAURO Santos Jesus,"Sep 25, 1987",M,PER
RUDYS Robertas,"Sep 05, 1984",M,LTU
RUDZINSKAS Eimantas,"Oct 15, 1998",M,LTU
RUE Danica,"Jul 27, 1982",W,USA
RUE Matthew,"Apr 25, 1980",M,USA
RUEANGKANAB Navakai,"Aug 08, 1999",M,THA
RUEL Jessica,"Feb 15, 1991",W,CAN
RUFUS Adeyemi,"Jan 01, 1977",M,NGR
RUIU Davide,"Jun 22, 2001",M,ITA
RUIZ Ada,"Aug 06, 2005",W,ARG
RUIZ CABRERA Loammy Maria,"Jun 02, 1988",W,DOM
RUIZ CERNA Rolando Moises,"Jan 07, 2002",M,PER
RUIZ CRUZ Valeria,"Apr 19, 2004",W,COL
RUIZ DE AZUA MURGUIONDO Eider,"Sep 28, 1992",W,ESP
RUIZ DIAZ Lucila Belen,"Apr 06, 2002",W,ARG
RUIZ DIAZ Tobias Ali,"Feb 20, 2005",M,ARG
RUIZ ESPINO Erika,"Mar 11, 2005",W,ESP
RUIZ ESPINOZA Danilo Alexander,"May 24, 1996",M,ECU
RUIZ I VELASCO Marcos,"Oct 13, 1996",M,ESP
RUIZ I. VELASCO Marcos,"Oct 13, 1996",M,ESP
RUIZ Jose Oliver,"Sep 18, 1974",M,COL
RUIZ Juan,"Oct 23, 1986",M,COL
RUIZ Leandro,"Oct 27, 2000",M,ARG
RUIZ Maria,"Mar 13, 2001",W,PAN
RUIZ OBANDO Maria Lourdes,"Oct 15, 1965",W,NCA
RUIZ PEREZ Jennifer Jenyra,"Jan 09, 2001",W,PUR
RUIZ Sergio,"Apr 28, 1991",M,MEX
RUIZ Silvia,"Apr 03, 1997",W,ECU
RUIZ VAZQUEZ Juan Carlos,"May 26, 1993",M,ESP
RUIZ Victor,"Jan 01, 1990",M,MEX
RUIZ VINAS Daniela Michelle,"Dec 04, 1999",W,MEX
RUIZ Y DONDERIS Tomas,"May 26, 1998",M,ESP
RUKUNDO Achille,"Nov 05, 1998",M,RWA
RUMBEWAS Raema Lisa,"Oct 09, 1980",W,INA
RUMENOVIC Ivana,"Aug 27, 1999",W,CRO
RUOKIS Algirdas,"Jun 19, 1986",M,LTU
RUPINDER Singh,"Aug 15, 1985",M,IND
RUSEV Angel Hriskov,"Jul 13, 2001",M,BUL
RUSEVA Reni,"Feb 04, 2005",W,BUL
RUSI Blerina,"Sep 26, 1991",W,ALB
RUSLANOV Kemran,"Sep 20, 2000",M,TKM
RUSNAC Cezar,"Mar 08, 2000",M,MDA
RUSSO Giorgia,"Apr 28, 1993",W,ITA
RUSSOTTO Rosa T.,"Jun 26, 1989",W,ITA
